FIPS,UNEMP,INCOME,POP,
30015,3.9,"48,017","10,473",
30017,4.8,"49,379","1,415",
30019,2.8,"50,001","84,414",
30021,5.6,"56,677","5,895",
30023,5.1,"41,780","11,867",
30025,4.0,"65,651","1,661",
30027,4.6,"48,703","8,940",
30029,7.8,"61,334","9,421",
30031,5.0,"73,731","3,049",
30033,2.7,"43,106","11,446",
30035,9.8,"41,808","104,357",
30037,4.7,"40,469","118,960",
30039,8.2,"49,646","1,173",
30041,5.0,"51,881","13,778",
30043,5.1,"70,929",823,
30045,4.9,"49,401","3,309",
30047,6.2,"49,019","16,309",
30049,5.0,"66,075","12,085",
30051,2.8,"41,240","2,023",
30053,10.1,"43,669","31,134",
30055,2.9,"48,551","70,973",
30057,5.1,"56,579","1,959",
30059,4.7,"43,946","19,677",
30061,10.2,"43,928","1,729",
30063,6.3,"57,279","8,623",
30065,6.1,"48,290","1,927",
30067,7.4,"51,740","4,535",
30069,3.4,"42,081","117,922",
30071,4.9,"47,679","4,730",
30073,4.9,"48,542","17,191",
30075,3.1,"47,843",496,
30077,4.6,"49,387","4,217",
30079,6.8,"46,663","5,898",
30081,5.8,"57,209","1,694",
30083,6.4,"69,095","6,946",
30085,6.0,"38,409","1,088",
30087,5.7,"58,139","44,174",
30089,7.8,"45,193","11,491",
30091,4.8,"51,111","10,794",
30093,6.6,"49,249","8,329",
30095,5.1,"68,186","12,400",
30097,3.6,"55,259","3,539",
30099,4.4,"54,458","35,133",
30101,5.0,"49,448","8,963",
30103,3.6,"51,754","3,678",
30105,4.3,"51,869","6,226",
30107,7.3,"42,059","4,971",
30109,5.1,"51,145",762,
30111,5.4,"61,435","7,578",
31000,4.2,"63,290","2,069",
31001,4.0,"55,182",937,
31003,2.3,"50,771","164,731",
31005,5.2,"46,417","1,961,504",
31007,2.6,"54,706","31,205",
31009,3.5,"45,411","6,295",
31011,2.5,"58,204",434,
31013,4.8,"61,522",674,
31015,2.8,"46,548",431,
31017,2.7,"48,843","5,379",
31019,4.0,"64,759","10,842",
31021,3.9,"54,554","1,810",
31023,3.4,"63,310","2,903",
31025,4.3,"72,915","50,084",
31027,2.7,"60,400","6,722",
31029,1.8,"57,656","8,369",
31031,2.4,"50,677","26,598",
31033,4.4,"56,229","8,380",
31035,3.2,"63,829","3,893",
31037,2.9,"62,472","5,455",
31039,2.5,"59,505","9,468",
31041,2.7,"51,004","6,104",
31043,4.8,"61,010","10,582",
31045,2.8,"46,377","9,013",
31047,3.4,"56,839","10,545",
31049,3.0,"48,793","21,582",
31051,3.2,"57,324","8,199",
31053,3.5,"60,853","24,111",
31055,5.1,"67,264","1,838",
31057,2.2,"45,446","5,606",
31059,2.8,"60,440","37,167",
31061,3.5,"49,659","584,526",
31063,2.9,"55,712","1,654",
31065,2.8,"50,705","5,551",
31067,4.0,"56,817","2,889",
31069,3.5,"41,158","2,519",
31071,2.0,"52,707","4,636",
31073,2.6,"64,870","21,704",
31075,2.0,"60,773","1,874",
31077,2.9,"48,178","1,813",
31079,5.8,"57,371","1,893",
31081,3.7,"68,236",611,
31083,2.9,"53,362","2,188",
31085,2.2,"46,399","62,895",
31087,3.5,"49,451","9,429",
31089,2.4,"54,474","3,073",
31091,2.7,"50,093",856,
31093,4.4,"56,881","2,616",
31095,2.7,"56,740","10,127",
31097,3.9,"54,567",711,
31099,3.2,"64,461","6,475",
31101,3.2,"51,478","7,240",
31103,2.0,"46,010","5,290",
31105,3.5,"52,284","6,688",
31107,3.0,"53,676","8,335",
31109,4.2,"61,383",769,
31111,3.9,"60,924","3,434",
31113,2.5,"53,108","8,391",
31115,2.9,"51,559","322,608",
31117,2.7,"52,033","34,676",
31119,3.9,"58,275",716,
31121,4.0,"53,411",607,
31123,3.6,"49,982",399,
31125,3.2,"55,853","35,585",
31127,3.6,"55,343","7,668",
31129,2.7,"48,624","4,555",
31131,3.5,"66,293","3,380",
31133,2.8,"47,006","7,074",
31135,1.8,"63,443","4,095",
31137,3.0,"61,420","15,912",
31139,3.3,"67,465","2,544",
31141,3.7,"62,804","2,858",
31143,3.0,"66,462","8,968",
31145,3.3,"50,260","7,317",
31147,3.2,"50,207","34,296",
31149,2.1,"53,905","5,214",
31151,3.6,"59,937","10,702",
31153,4.1,"84,016","7,871",
31155,3.7,"71,086","1,262",
31157,4.2,"50,263","14,292",
31159,4.1,"72,291","190,604",
31161,2.4,"46,159","22,278",
31163,3.2,"48,735","36,084",
31165,2.3,"47,983","17,609",
31167,3.4,"62,045","5,127",
31169,2.7,"52,439","2,959",
31171,4.0,"51,401","1,135",
31173,5.2,"48,891","5,842",
31175,2.8,"47,981","5,034",
31177,3.7,"75,197",669,
31179,2.8,"57,655","6,773",
31181,3.8,"49,518","4,059",
31183,1.8,"50,207","20,865",
31185,3.4,"59,749","9,697",
32000,12.8,"63,268","3,395",
32001,5.6,"56,335",774,
32003,14.7,"62,131","14,125",
32005,8.6,"76,296","3,104,614",
32007,5.7,"83,287","25,516",
32009,5.2,"50,675","2,265,461",
32011,3.5,"71,541","49,488",
32013,4.9,"73,106","53,702",
32015,4.8,"81,239",729,
32017,5.1,"58,782","1,855",
32019,8.5,"59,406","17,285",
32021,5.6,"43,771","5,734",
32023,9.7,"48,490","4,499",
32027,4.9,"58,562","59,235",
32029,8.3,"88,003","4,554",
32031,7.8,"71,733","51,591",
32033,4.2,"60,086","6,650",
32510,8.2,"58,126","4,104",
33000,6.7,"78,571","486,492",
33001,6.9,"68,752","9,080",
33003,7.7,"64,495","58,639",
33005,6.1,"65,326","1,377,529",
33007,7.9,"49,156","63,705",
33009,5.8,"62,468","50,107",
33011,7.0,"82,862","76,458",
33013,5.8,"75,800","31,268",
33015,7.1,"91,416","91,118",
33017,6.3,"71,486","422,937",
33019,5.4,"63,518","153,808",
34000,9.8,"85,786","314,176",
34001,17.8,"62,678","130,889",
34003,9.6,"107,971","43,063",
34005,8.2,"88,443","9,288,994",
34007,10.1,"73,168","274,534",
34009,13.8,"66,565","955,732",
34011,10.8,"54,179","461,860",
34013,11.7,"64,522","523,485",
34015,9.3,"87,996","95,263",
34017,10.6,"77,738","154,152",
34019,7.2,"117,275","863,728",
34021,7.4,"79,475","302,294",
34023,8.7,"92,770","724,854",
34025,8.8,"102,579","128,947",
34027,7.8,"116,328","387,340",
34029,9.5,"75,627","863,162",
34031,12.6,"76,039","643,615",
34033,9.5,"68,146","509,285",
34035,7.8,"112,722","637,229",
34037,9.4,"100,281","524,118",
34039,9.9,"79,953","64,837",
34041,8.5,"83,998","345,361",
35000,8.4,"52,021","144,221",
35001,8.1,"56,148","575,345",
35003,7.2,"37,190","109,632",
35005,8.1,"43,687","2,117,522",
35006,9.2,"40,436","676,444",
35007,7.1,"42,754","3,579",
35009,5.5,"45,623","65,157",
35011,4.9,"34,746","27,172",
35013,8.3,"43,618","12,387",
35015,6.9,"63,671","48,430",
35017,9.0,"43,175","1,698",
35019,6.7,"36,554","219,561",
35021,4.3,"38,162","62,314",
35023,5.8,"37,322","28,185",
35025,11.0,"63,012","4,452",
35027,8.8,"47,254",657,
35028,3.7,"122,001","4,178",
35029,15.9,"32,544","74,455",
35031,10.3,"36,404","20,269",
35033,8.0,"36,968","19,419",
35035,8.3,"43,135","25,427",
35037,7.4,"34,596","72,902",
35039,8.1,"44,579","4,189",
35041,6.2,"44,928","67,839",
35043,8.6,"71,118","8,746",
35045,10.0,"46,201","40,363",
35047,8.3,"36,986","19,191",
35049,8.3,"61,791","148,834",
35051,9.2,"33,661","121,661",
35053,7.1,"39,582","27,201",
35055,11.6,"43,032","154,823",
35057,9.5,"39,532","11,576",
35059,5.1,"38,221","16,595",
35061,8.2,"54,867","34,489",
36000,10.0,"72,038","15,045",
36001,7.2,"69,408","4,079",
36003,8.1,"49,411","76,205",
36005,16.0,"41,470","20,201,249",
36007,8.7,"52,179","314,848",
36009,9.4,"50,783","46,456",
36011,7.9,"58,055","1,472,654",
36013,8.9,"50,143","198,683",
36015,8.8,"58,400","77,042",
36017,6.9,"51,894","76,248",
36019,8.0,"59,069","127,657",
36021,6.2,"71,563","84,148",
36023,7.9,"55,143","47,220",
36025,7.2,"51,038","79,843",
36027,7.7,"84,564","61,570",
36029,9.5,"60,620","46,809",
36031,8.1,"55,091","44,308",
36033,8.2,"48,943","295,911",
36035,8.6,"50,061","954,236",
36037,7.4,"62,570","37,381",
36039,8.3,"54,746","47,555",
36041,7.9,"60,148","53,324",
36043,8.2,"55,778","58,388",
36045,8.7,"53,829","47,931",
36047,12.5,"66,501","5,107",
36049,7.7,"56,599","60,139",
36051,7.1,"60,268","116,721",
36053,7.8,"61,713","2,736,074",
36055,8.6,"62,159","26,582",
36057,8.8,"52,092","61,834",
36059,8.4,"117,767","68,016",
36061,9.5,"93,007","759,443",
36063,10.4,"56,371","49,532",
36065,8.1,"56,516","1,395,774",
36067,8.4,"61,597","1,694,251",
36069,7.3,"66,754","212,666",
36071,8.4,"83,188","232,125",
36073,8.4,"53,115","476,516",
36075,8.9,"57,640","112,458",
36077,7.2,"52,414","401,310",
36079,7.6,"105,600","40,343",
36081,12.5,"72,975","117,525",
36083,7.0,"70,688","58,524",
36085,10.6,"86,624","97,668",
36087,8.1,"99,831","2,405,464",
36089,8.2,"51,742","161,130",
36091,6.7,"89,071","495,747",
36093,8.1,"64,960","338,329",
36095,7.1,"58,927","108,505",
36097,8.6,"52,215","235,509",
36099,8.2,"51,064","158,061",
36101,8.2,"53,167","29,714",
36103,8.5,"105,241","17,898",
36105,8.8,"58,851","33,814",
36107,7.8,"60,699","93,584",
36109,6.2,"59,176","1,525,920",
36111,8.0,"64,090","78,624",
36113,8.4,"63,240","48,455",
36115,7.2,"56,897","105,740",
36117,7.4,"61,989","181,851",
36119,8.4,"101,741","65,737",
36121,7.5,"58,214","61,302",
36123,6.5,"60,612","91,283",
37000,7.3,"57,388","1,004,457",
37001,7.2,"57,963","40,531",
37003,7.4,"54,960","24,774",
37005,7.3,"41,420","10,439,388",
37007,7.7,"40,826","171,415",
37009,6.2,"41,542","36,444",
37011,6.3,"45,823","10,888",
37013,6.3,"49,410","22,055",
37015,6.4,"37,899","26,577",
37017,7.2,"42,260","17,806",
37019,8.8,"63,712","44,652",
37021,8.3,"55,448","17,934",
37023,7.2,"47,890","29,606",
37025,7.0,"72,071","136,693",
37027,7.9,"48,512","269,452",
37029,5.5,"69,610","87,570",
37031,6.2,"60,058","225,804",
37033,7.8,"51,240","80,652",
37035,8.0,"53,688","10,355",
37037,5.4,"70,258","67,686",
37039,7.9,"42,764","22,736",
37041,6.1,"47,126","160,610",
37043,7.4,"47,116","76,285",
37045,7.8,"46,012","28,774",
37047,8.2,"39,531","13,708",
37049,6.6,"53,372","11,089",
37051,9.5,"46,599","99,519",
37053,6.3,"70,699","50,623",
37055,9.8,"63,033","100,720",
37057,7.1,"53,924","334,728",
37059,6.8,"63,828","28,100",
37061,5.6,"44,929","36,915",
37063,6.5,"65,541","168,930",
37065,10.6,"40,784","42,712",
37067,7.4,"53,054","48,715",
37069,6.8,"57,371","324,833",
37071,8.0,"56,542","48,900",
37073,5.7,"54,204","382,590",
37075,9.9,"45,813","68,573",
37077,5.9,"54,300","227,943",
37079,5.6,"44,648","10,478",
37081,8.6,"55,820","8,030",
37083,9.2,"38,727","60,992",
37085,7.5,"55,619","20,451",
37087,7.5,"51,612","541,299",
37089,6.9,"61,651","48,622",
37091,7.0,"42,374","133,568",
37093,8.7,"48,420","62,089",
37095,10.2,"43,112","116,281",
37097,7.3,"68,308","21,552",
37099,7.6,"47,759","52,082",
37101,6.3,"62,835","4,589",
37103,5.8,"46,275","186,693",
37105,8.0,"53,114","43,109",
37107,6.2,"39,947","215,999",
37109,6.6,"70,479","9,172",
37111,7.0,"46,370","63,285",
37113,6.7,"46,279","55,122",
37115,6.9,"50,062","86,810",
37117,6.9,"39,413","44,578",
37119,7.8,"69,455","37,014",
37121,7.8,"47,675","21,193",
37123,6.7,"46,497","22,031",
37125,7.2,"63,942","1,115,482",
37127,8.4,"50,902","14,903",
37129,7.3,"57,252","25,751",
37131,7.3,"39,777","99,727",
37133,7.2,"50,645","94,970",
37135,5.4,"74,314","225,702",
37137,5.6,"52,522","17,471",
37139,7.3,"51,245","204,576",
37141,6.6,"60,405","148,696",
37143,6.7,"50,804","12,276",
37145,7.4,"54,553","40,568",
37147,6.8,"52,961","60,203",
37149,6.2,"53,405","13,005",
37151,7.4,"50,129","39,097",
37153,9.2,"40,518","170,243",
37155,8.8,"36,366","19,328",
37157,8.4,"44,686","144,171",
37159,7.9,"52,051","42,946",
37161,9.3,"44,547","116,530",
37163,5.8,"45,997","91,096",
37165,12.0,"39,197","146,875",
37167,6.3,"58,303","64,444",
37169,6.4,"52,356","59,036",
37171,6.9,"48,637","34,174",
37173,8.5,"46,075","62,504",
37175,6.1,"55,628","44,520",
37177,8.9,"37,680","71,359",
37179,6.0,"86,138","14,117",
37181,10.1,"40,450","32,986",
37183,6.4,"84,377","3,245",
37185,9.8,"37,027","238,267",
37187,8.2,"40,157","42,578",
37189,6.2,"51,630","1,129,410",
37191,6.5,"45,634","18,642",
37193,6.8,"45,250","11,003",
37195,8.9,"42,414","54,086",
37197,7.1,"50,929","117,333",
37199,6.6,"47,664","65,969",
38000,5.1,"67,402","78,784",
38001,3.8,"55,880","37,214",
38003,3.9,"60,689","18,470",
38005,6.8,"45,709","779,094",
38007,3.7,"69,528","2,200",
38009,5.4,"62,904","10,853",
38011,3.4,"65,411","5,964",
38013,5.3,"67,545",945,
38015,4.4,"73,565","6,379",
38017,4.4,"63,977","2,993",
38019,3.5,"63,484","2,201",
38021,3.3,"57,490","98,458",
38023,3.2,"61,506","184,525",
38025,4.6,"75,723","3,704",
38027,4.7,"54,465","4,999",
38029,5.0,"53,073","2,195",
38031,3.5,"54,917","4,095",
38033,3.2,"58,370","2,347",
38035,4.6,"57,388","3,301",
38037,2.8,"41,841","3,397",
38039,3.1,"56,527","1,736",
38041,4.0,"54,600","73,170",
38043,5.1,"50,570","2,301",
38045,2.6,"56,059","2,306",
38047,3.2,"51,496","2,489",
38049,5.5,"59,661","2,394",
38051,3.3,"47,349","4,093",
38053,7.6,"86,890","1,876",
38055,4.5,"67,453","5,345",
38057,5.8,"83,341","2,530",
38059,5.1,"68,051","14,704",
38061,5.1,"69,040","9,771",
38063,4.5,"56,098","8,350",
38065,5.2,"72,919","33,291",
38067,5.8,"59,970","9,809",
38069,4.3,"56,753","3,015",
38071,4.5,"60,710","1,877",
38073,4.1,"66,422","6,844",
38075,4.9,"84,986","3,990",
38077,3.9,"62,837","11,605",
38079,13.4,"45,296","5,703",
38081,4.4,"67,551","2,282",
38083,6.0,"58,725","16,529",
38085,3.9,"37,133","12,187",
38087,3.1,"52,695","3,862",
38089,7.1,"68,759","1,265",
38091,3.0,"67,661","3,898",
38093,3.5,"60,297",706,
38095,2.8,"53,024","33,646",
38097,3.6,"69,443","1,798",
38099,4.5,"59,153","21,593",
38101,6.0,"68,634","2,162",
38103,4.4,"56,167","7,997",
38105,9.6,"84,606","10,563",
39000,8.1,"58,704","69,919",
39001,9.2,"43,145","3,982",
39003,8.5,"58,271","40,950",
39005,6.5,"52,554","11,799,448",
39007,8.3,"47,388","27,477",
39009,7.3,"43,621","102,206",
39011,6.9,"64,227","52,447",
39013,10.1,"50,166","97,574",
39015,8.2,"58,441","62,431",
39017,7.2,"68,611","46,422",
39019,8.8,"56,999","66,497",
39021,7.1,"62,077","43,676",
39023,8.1,"50,832","390,357",
39025,6.9,"68,724","26,721",
39027,8.3,"52,870","38,714",
39029,9.4,"52,693","136,001",
39031,8.9,"49,679","208,601",
39033,9.4,"49,484","42,018",
39035,10.4,"52,503","101,877",
39037,6.7,"56,824","36,612",
39039,8.2,"60,918","42,025",
39041,5.3,"110,252","1,264,817",
39043,10.5,"60,790","51,881",
39045,6.6,"71,782","38,286",
39047,7.4,"51,023","214,124",
39049,7.4,"64,648","75,622",
39051,7.9,"64,334","158,921",
39053,8.0,"48,094","28,951",
39055,6.7,"79,865","1,323,807",
39057,6.4,"69,709","42,713",
39059,8.7,"48,283","29,220",
39061,7.8,"60,251","95,397",
39063,6.8,"62,720","167,966",
39065,8.1,"51,155","38,438",
39067,9.2,"50,137","830,639",
39069,8.1,"61,351","74,920",
39071,8.7,"47,126","30,696",
39073,7.4,"51,016","14,483",
39075,3.9,"62,596","27,662",
39077,9.5,"56,704","43,317",
39079,8.7,"50,671","28,050",
39081,10.1,"47,652","44,223",
39083,6.2,"59,957","58,565",
39085,8.4,"65,040","32,653",
39087,8.5,"46,433","65,249",
39089,6.5,"66,321","62,721",
39091,8.3,"60,624","232,603",
39093,9.9,"59,201","58,240",
39095,10.4,"49,924","178,519",
39097,5.9,"65,696","46,150",
39099,10.2,"48,018","312,964",
39101,7.6,"51,479","431,279",
39103,7.6,"78,540","43,824",
39105,9.6,"43,754","228,614",
39107,5.4,"67,075","65,359",
39109,7.0,"63,524","182,470",
39111,10.6,"48,231","22,210",
39113,8.6,"54,704","42,528",
39115,9.3,"46,883","108,774",
39117,7.1,"59,498","13,385",
39119,7.8,"52,105","537,309",
39121,9.6,"50,788","13,802",
39123,9.1,"63,352","34,950",
39125,7.5,"58,100","86,410",
39127,8.4,"51,875","14,115",
39129,6.8,"63,931","40,364",
39131,9.4,"46,255","18,806",
39133,7.3,"57,439","35,408",
39135,6.7,"62,128","58,539",
39137,5.6,"73,454","27,088",
39139,9.0,"51,883","161,791",
39141,8.0,"54,728","40,999",
39143,8.1,"58,415","34,451",
39145,8.7,"45,410","124,936",
39147,8.1,"55,664","77,093",
39149,7.7,"64,304","58,896",
39151,8.1,"55,623","74,008",
39153,8.2,"57,753","55,069",
39155,10.4,"47,966","48,230",
39157,7.6,"54,150","374,853",
39159,5.8,"91,597","540,428",
39161,7.0,"55,361","201,977",
39163,9.1,"46,301","93,263",
39165,6.4,"91,645","62,784",
39167,8.6,"52,565","28,931",
39169,5.9,"58,747","12,800",
39171,7.8,"54,239","242,337",
39173,7.1,"64,723","59,771",
39175,7.0,"61,733","116,894",
40000,6.1,"54,447","37,102",
40001,5.8,"39,589","132,248",
40003,3.6,"57,497","21,900",
40005,7.0,"41,872","3,959,353",
40007,2.7,"55,397","19,495",
40009,7.5,"50,512","5,699",
40011,5.9,"50,574","14,143",
40013,5.1,"44,074","5,049",
40015,5.9,"45,755","22,410",
40017,6.0,"75,111","8,735",
40019,7.0,"51,895","46,067",
40021,5.4,"45,544","26,945",
40023,7.6,"37,131","154,405",
40025,2.0,"47,602","48,003",
40027,5.6,"64,706","47,078",
40029,6.6,"41,273","14,204",
40031,6.7,"51,184","2,296",
40033,7.0,"46,450","295,528",
40035,5.4,"42,978","5,266",
40037,6.5,"54,737","121,125",
40039,5.4,"51,803","5,527",
40041,5.3,"44,602","14,107",
40043,4.8,"56,316","71,754",
40045,4.5,"54,013","28,513",
40047,5.5,"58,381","40,397",
40049,6.2,"46,786","4,484",
40051,6.1,"63,647","3,749",
40053,3.3,"60,303","62,846",
40055,7.4,"38,641","25,656",
40057,3.5,"37,988","54,795",
40059,3.3,"40,265","4,169",
40061,7.8,"41,643","5,491",
40063,7.5,"37,631","2,488",
40065,4.1,"48,430","3,272",
40067,6.7,"39,785","11,561",
40069,7.7,"41,805","13,367",
40071,6.7,"48,522","24,785",
40073,4.3,"68,839","5,337",
40075,5.0,"39,788","10,272",
40077,10.0,"42,014","43,700",
40079,7.0,"42,378","15,184",
40081,5.6,"51,012","8,509",
40083,5.1,"66,625","9,444",
40085,4.2,"51,481","48,129",
40087,5.5,"75,009","33,458",
40089,6.6,"40,803","49,555",
40091,8.4,"40,614","10,146",
40093,4.7,"59,690","41,662",
40095,6.4,"45,005","30,814",
40097,5.0,"49,293","18,941",
40099,6.2,"50,965","7,782",
40101,6.0,"43,392","15,312",
40103,4.1,"56,307","39,046",
40105,5.2,"47,456","13,904",
40107,6.6,"39,265","66,339",
40109,6.4,"56,272","10,924",
40111,7.2,"41,725","9,320",
40113,6.4,"50,667","11,310",
40115,5.7,"41,530","796,292",
40117,6.5,"47,646","36,706",
40119,5.3,"43,025","45,818",
40121,7.6,"47,215","30,285",
40123,5.2,"49,510","15,553",
40125,6.1,"52,747","81,646",
40127,6.7,"37,718","43,773",
40129,4.8,"59,286","38,065",
40131,5.8,"67,054","72,454",
40133,7.4,"40,725","10,812",
40135,6.8,"43,038","3,442",
40137,7.7,"47,826","95,240",
40139,2.3,"56,014","23,556",
40141,6.3,"41,251","39,281",
40143,6.6,"57,668","42,848",
40145,5.8,"65,191","21,384",
40147,5.9,"62,515","6,968",
40149,6.7,"50,823","669,279",
40151,3.4,"40,684","80,981",
40153,6.7,"73,253","52,455",
41000,7.6,"66,955","10,924",
41001,7.2,"48,530","8,624",
41003,5.6,"69,148","20,470",
41005,7.2,"80,539","4,237,256",
41007,9.6,"59,339","16,668",
41009,7.9,"72,285","95,184",
41011,8.6,"49,504","421,401",
41013,8.8,"58,739","41,072",
41015,8.7,"51,267","52,589",
41017,7.9,"71,880","64,929",
41019,7.7,"48,940","24,738",
41021,6.1,"61,205","23,446",
41023,8.3,"49,792","198,253",
41025,5.9,"39,874","111,201",
41027,6.3,"68,835","1,995",
41029,7.8,"56,367","7,233",
41031,8.2,"52,543","7,495",
41033,7.9,"47,533","23,977",
41035,8.7,"53,030","223,259",
41037,5.6,"47,867","24,502",
41039,7.9,"57,212","88,090",
41041,10.9,"52,276","69,413",
41043,7.8,"61,084","8,160",
41045,5.2,"42,019","382,971",
41047,6.9,"64,058","50,395",
41049,5.2,"59,781","128,610",
41051,8.6,"72,469","31,571",
41053,6.6,"69,757","345,920",
41055,6.1,"60,035","12,186",
41057,8.1,"52,298","815,428",
41059,6.8,"58,286","87,433",
41061,7.8,"54,264","1,870",
41063,7.1,"52,106","27,390",
41065,7.1,"56,993","80,075",
41067,6.5,"85,665","26,196",
41069,4.3,"42,747","7,391",
41071,6.8,"71,815","26,670",
42000,9.1,"63,455","600,372",
42001,6.9,"67,706","1,451",
42003,9.0,"64,799","107,722",
42005,9.8,"56,259","13,002,700",
42007,10.3,"60,323","103,852",
42009,9.1,"54,251","1,250,578",
42011,9.5,"67,418","65,558",
42013,8.7,"51,004","168,215",
42015,7.5,"51,356","47,577",
42017,8.3,"93,587","428,849",
42019,7.9,"72,576","122,822",
42021,9.5,"48,798","59,967",
42023,12.6,"43,704","646,538",
42025,9.8,"59,985","193,763",
42027,5.8,"61,036","133,472",
42029,6.4,"102,233","4,547",
42031,8.2,"49,173","64,749",
42033,9.2,"46,967","158,172",
42035,8.7,"50,777","534,413",
42037,8.1,"54,377","37,241",
42039,8.9,"49,741","80,562",
42041,6.7,"75,269","37,450",
42043,8.8,"60,763","64,727",
42045,9.1,"76,783","83,938",
42047,12.3,"55,462","259,469",
42049,9.8,"51,923","286,401",
42051,11.7,"48,055","576,830",
42053,10.6,"41,267","30,990",
42055,7.6,"62,699","270,876",
42057,11.5,"56,357","128,804",
42059,9.7,"56,599","6,973",
42061,10.4,"54,323","155,932",
42063,9.1,"51,299","14,556",
42065,8.8,"50,789","35,954",
42067,7.2,"57,837","44,092",
42069,9.6,"53,655","83,246",
42071,7.5,"67,515","44,492",
42073,10.3,"50,979","23,509",
42075,7.9,"61,560","215,896",
42077,9.6,"65,436","552,984",
42079,10.9,"53,439","86,070",
42081,8.8,"53,762","143,257",
42083,9.9,"53,266","374,557",
42085,9.7,"54,099","325,594",
42087,8.4,"50,571","114,188",
42089,11.5,"63,012","40,432",
42091,7.6,"92,340","110,652",
42093,6.1,"65,534","46,143",
42095,9.0,"73,780","168,327",
42097,9.4,"47,967","856,553",
42099,6.8,"65,401","18,136",
42101,12.4,"47,598","312,951",
42103,10.6,"66,595","91,647",
42105,9.3,"49,054","45,842",
42107,9.2,"55,951","1,603,797",
42109,7.6,"56,873","58,535",
42111,9.5,"49,082","16,396",
42113,8.5,"51,718","143,049",
42115,7.3,"60,235","39,736",
42117,9.0,"51,324","74,129",
42119,6.8,"61,306","5,840",
42121,8.9,"53,619","38,434",
42123,8.1,"52,592","41,045",
42125,9.4,"65,558","42,681",
42127,9.2,"56,265","50,454",
42129,9.1,"59,407","38,587",
42131,8.4,"60,419","209,349",
42133,8.0,"69,101","51,155",
44000,9.4,"70,383","354,663",
44001,7.6,"87,926","26,069",
44003,8.7,"74,230","456,438",
44005,8.2,"80,862","1,097,379",
44007,10.2,"62,165","50,793",
44009,7.8,"86,450","170,363",
45000,6.2,"56,360","85,643",
45001,6.6,"46,499","660,741",
45003,5.0,"56,824","129,839",
45005,9.4,"32,147","5,118,425",
45007,5.9,"54,496","24,295",
45009,9.0,"35,364","168,808",
45011,7.4,"36,675","8,039",
45013,5.4,"73,890","203,718",
45015,5.6,"68,690","13,311",
45017,6.1,"47,090","20,589",
45019,6.3,"70,980","187,117",
45021,8.1,"46,905","229,861",
45023,8.9,"45,400","14,119",
45025,6.1,"42,441","408,235",
45027,6.8,"39,900","56,216",
45029,6.1,"40,808","32,294",
45031,6.5,"44,007","43,273",
45033,6.1,"35,483","31,144",
45035,5.8,"68,051","38,604",
45037,5.1,"52,591","62,905",
45039,7.9,"42,496","28,292",
45041,5.6,"49,770","161,540",
45043,7.5,"53,747","25,657",
45045,5.7,"64,399","20,948",
45047,6.4,"43,958","137,059",
45049,5.0,"37,560","63,404",
45051,8.6,"53,648","525,534",
45053,5.1,"50,790","69,351",
45055,5.3,"56,318","18,561",
45057,6.9,"63,842","351,029",
45059,6.9,"47,038","28,791",
45061,7.6,"37,710","65,403",
45063,4.4,"62,059","96,016",
45065,6.7,"48,645","67,539",
45067,7.8,"35,138","16,531",
45069,9.8,"34,532","293,991",
45071,4.8,"50,773","9,526",
45073,5.4,"52,240","29,183",
45075,9.0,"38,736","26,667",
45077,5.3,"52,949","37,719",
45079,5.8,"52,905","78,607",
45081,4.3,"49,493","84,223",
45083,6.6,"55,588","131,404",
45085,6.8,"49,611","416,147",
45087,9.0,"42,851","18,862",
45089,8.1,"34,409","327,997",
45091,6.1,"68,468","105,556",
46000,4.6,"60,414","27,244",
46003,3.2,"56,360","31,026",
46005,3.9,"51,844","282,090",
46007,5.0,"36,345","886,667",
46009,4.1,"52,660","2,747",
46011,4.4,"59,036","19,149",
46013,4.4,"61,447","3,381",
46015,4.4,"65,008","7,003",
46017,8.0,"26,671","34,375",
46019,5.4,"50,105","38,301",
46021,3.7,"56,043","5,247",
46023,6.3,"51,340","1,948",
46025,3.9,"54,158","10,243",
46027,4.5,"51,039","1,377",
46029,4.9,"63,442","9,373",
46031,5.0,"32,848","3,837",
46033,6.0,"63,665","14,967",
46035,4.2,"57,367","28,325",
46037,5.7,"51,516","3,902",
46039,5.4,"65,217","8,318",
46041,7.7,"47,640","19,956",
46043,3.0,"56,030","5,449",
46045,2.9,"59,905","4,295",
46047,6.0,"49,965","5,239",
46049,3.5,"49,198","2,835",
46051,4.0,"60,057","3,986",
46053,3.8,"42,868","6,973",
46055,2.5,"50,747","2,125",
46057,3.5,"60,864","7,556",
46059,2.7,"56,239","3,994",
46061,5.2,"78,478","1,872",
46063,3.6,"55,482","6,164",
46065,3.4,"66,952","3,145",
46067,3.8,"59,336","3,461",
46069,3.1,"63,454","1,311",
46071,4.3,"37,879","17,765",
46073,2.5,"52,162","7,427",
46075,3.7,"52,650","1,262",
46077,3.7,"61,992","2,806",
46079,3.8,"63,946","1,663",
46081,6.2,"53,902",917,
46083,3.6,"86,235","5,187",
46085,5.7,"47,813","11,059",
46087,3.7,"62,535","25,768",
46089,5.1,"43,243","65,161",
46091,4.8,"59,103","3,718",
46093,4.9,"59,981","5,682",
46095,6.2,"36,489","2,411",
46097,4.8,"52,230","4,306",
46099,4.5,"63,162","29,852",
