State,County,Biden Vote %,Trump Vote %,Other Vote %,Was Winner Democrat?
Utah,Garfield,18.8,79.0,2.2,0
Utah,Grand,53.9,43.2,2.9,1
Utah,Iron,19.5,75.6,4.9,0
Utah,Juab,10.9,86.2,2.9,0
Utah,Kane,25.8,71.3,3.0,0
Utah,Millard,10.1,87.3,2.6,0
Utah,Morgan,16.4,78.4,5.2,0
Utah,Piute,9.8,88.4,1.7,0
Utah,Rich,13.1,84.5,2.4,0
Utah,Salt Lake,53.0,42.1,4.9,1
Utah,San Juan,45.1,51.2,3.7,0
Utah,Sanpete,14.1,82.2,3.7,0
Utah,Sevier,10.5,87.3,2.2,0
Utah,Summit,58.0,39.0,3.1,1
Utah,Tooele,28.4,66.7,5.0,0
Utah,Uintah,10.8,86.3,2.9,0
Utah,Utah,26.3,66.7,7.0,0
Utah,Wasatch,34.8,60.7,4.5,0
Utah,Washington,22.5,73.8,3.7,0
Utah,Wayne,22.4,75.4,2.2,0
Utah,Weber,36.1,58.5,5.3,0
Vermont,Addison,68.0,28.6,3.5,1
Vermont,Bennington,62.1,34.8,3.1,1
Vermont,Caledonia,55.7,40.5,3.7,1
Vermont,Chittenden,75.8,21.2,2.9,1
Vermont,Essex,42.7,53.9,3.3,0
Vermont,Franklin,52.7,43.6,3.6,1
Vermont,Grand Isle,59.9,37.3,2.8,1
Vermont,Lamoille,68.7,27.9,3.4,1
Vermont,Orange,60.2,36.1,3.7,1
Vermont,Orleans,50.7,46.2,3.1,1
Vermont,Rutland,53.7,43.2,3.1,1
Vermont,Washington,71.3,25.3,3.3,1
Vermont,Windham,72.1,24.7,3.2,1
Vermont,Windsor,67.9,28.9,3.2,1
Virginia,Accomack,44.7,54.1,1.2,0
Virginia,Albemarle,65.7,32.2,2.1,1
Virginia,Alleghany,27.3,71.4,1.2,0
Virginia,Amelia,30.5,68.3,1.2,0
Virginia,Amherst,33.4,64.9,1.7,0
Virginia,Appomattox,26.1,72.3,1.6,0
Virginia,Arlington,80.6,17.1,2.3,1
Virginia,Augusta,25.6,72.6,1.7,0
Virginia,Bath,25.8,73.3,0.8,0
Virginia,Bedford,25.0,73.1,1.8,0
Virginia,Bland,15.3,83.4,1.3,0
Virginia,Botetourt,27.0,71.5,1.5,0
Virginia,Brunswick,57.3,42.2,0.5,1
Virginia,Buchanan,15.9,83.5,0.6,0
Virginia,Buckingham,42.7,55.9,1.4,0
Virginia,Campbell,27.0,71.1,1.9,0
Virginia,Caroline,47.0,51.2,1.8,0
Virginia,Carroll,18.2,80.9,1.0,0
Virginia,Charles City,59.1,39.7,1.3,1
Virginia,Charlotte,37.4,61.6,1.0,0
Virginia,Chesterfield,52.4,45.8,1.8,1
Virginia,Clarke,42.0,55.6,2.4,0
Virginia,Craig,18.5,80.0,1.5,0
Virginia,Culpeper,39.2,59.1,1.8,0
Virginia,Cumberland,41.9,56.9,1.2,0
Virginia,Dickenson,20.6,78.7,0.7,0
Virginia,Dinwiddie,41.2,57.6,1.1,0
Virginia,Essex,49.2,49.8,1.1,0
Virginia,Fairfax,68.0,29.7,2.2,1
Virginia,Fauquier,40.2,57.5,2.3,0
Virginia,Floyd,31.9,66.2,1.9,0
Virginia,Fluvanna,46.8,51.5,1.7,0
Virginia,Franklin,62.2,36.6,1.1,1
Virginia,Frederick,35.3,62.7,1.9,0
Virginia,Giles,23.5,74.9,1.6,0
Virginia,Gloucester,31.3,66.8,2.0,0
Virginia,Goochland,39.4,58.8,1.8,0
Virginia,Grayson,18.9,80.3,0.8,0
Virginia,Greene,36.8,60.7,2.5,0
Virginia,Greensville,57.4,41.8,0.7,1
Virginia,Halifax,42.0,57.1,0.9,0
Virginia,Hanover,35.7,62.4,1.9,0
Virginia,Henrico,63.6,34.6,1.7,1
Virginia,Henry,35.0,64.1,1.0,0
Virginia,Highland,27.2,71.2,1.6,0
Virginia,Isle of Wight,40.1,58.4,1.5,0
Virginia,James City,51.5,46.7,1.8,1
Virginia,King and Queen,38.6,59.5,1.8,0
Virginia,King George,38.0,59.4,2.6,0
Virginia,King William,30.4,68.2,1.5,0
Virginia,Lancaster,47.1,51.7,1.2,0
Virginia,Lee,15.0,84.1,0.9,0
Virginia,Loudoun,61.5,36.5,2.0,1
Virginia,Louisa,37.7,60.7,1.6,0
Virginia,Lunenburg,40.3,59.0,0.8,0
Virginia,Madison,33.2,65.2,1.6,0
Virginia,Mathews,31.3,67.0,1.7,0
Virginia,Mecklenburg,42.0,57.2,0.8,0
Virginia,Middlesex,36.7,61.8,1.4,0
Virginia,Montgomery,51.6,45.8,2.6,1
Virginia,Nelson,46.4,51.7,1.9,0
Virginia,New Kent,32.0,66.6,1.5,0
Virginia,Northampton,54.5,43.9,1.6,1
Virginia,Northumberland,41.6,57.4,1.0,0
Virginia,Nottoway,42.0,56.9,1.1,0
Virginia,Orange,38.5,59.9,1.5,0
Virginia,Page,24.0,74.7,1.3,0
Virginia,Patrick,20.5,78.5,1.0,0
Virginia,Pittsylvania,29.6,69.4,1.1,0
Virginia,Powhatan,27.0,71.2,1.8,0
Virginia,Prince Edward,51.9,46.3,1.7,1
Virginia,Prince George,40.7,58.0,1.3,0
Virginia,Prince William,62.6,35.6,1.7,1
Virginia,Pulaski,28.3,69.8,1.9,0
Virginia,Rappahannock,42.1,56.5,1.4,0
Virginia,Richmond,82.9,14.9,2.1,1
Virginia,Roanoke,61.8,36.0,2.2,1
Virginia,Rockbridge,33.0,65.4,1.6,0
Virginia,Rockingham,28.9,69.3,1.9,0
Virginia,Russell,17.7,81.3,1.0,0
Virginia,Scott,15.6,83.4,1.0,0
Virginia,Shenandoah,28.9,69.5,1.6,0
Virginia,Smyth,21.3,77.6,1.2,0
Virginia,Southampton,40.6,58.6,0.9,0
Virginia,Spotsylvania,45.6,52.3,2.1,0
Virginia,Stafford,50.5,47.3,2.2,1
Virginia,Surry,53.6,45.3,1.1,1
Virginia,Sussex,55.6,43.6,0.8,1
Virginia,Tazewell,15.9,83.1,1.0,0
Virginia,Warren,31.2,66.5,2.2,0
Virginia,Washington,23.1,75.6,1.4,0
Virginia,Westmoreland,45.3,53.5,1.1,0
Virginia,Wise,18.7,80.4,0.8,0
Virginia,Wythe,20.9,77.8,1.3,0
Virginia,York,45.6,52.2,2.2,0
Virginia,Alexandria,80.3,17.6,2.1,1
Virginia,Bristol,29.6,68.5,1.9,0
Virginia,Buena Vista,29.7,67.1,3.2,0
Virginia,Charlottesville,85.5,12.8,1.7,1
Virginia,Chesapeake,52.2,45.8,2.0,1
Virginia,Colonial Heights,32.5,65.7,1.8,0
Virginia,Covington,37.0,60.7,2.3,0
Virginia,Danville,60.4,38.3,1.3,1
Virginia,Emporia,67.7,31.7,0.6,1
Virginia,Falls Church,81.0,16.9,2.1,1
Virginia,Fredericksburg,66.2,31.4,2.4,1
Virginia,Galax,29.5,69.7,0.9,0
Virginia,Hampton,70.1,28.0,1.9,1
Virginia,Harrisonburg,64.5,32.7,2.8,1
Virginia,Hopewell,56.5,41.8,1.6,1
Virginia,Lexington,64.8,32.8,2.4,1
Virginia,Lynchburg,49.6,47.0,3.3,1
Virginia,Manassas,61.0,36.9,2.1,1
Virginia,Manassas Park,65.6,32.5,1.9,1
Virginia,Martinsville,62.6,36.0,1.4,1
Virginia,Newport News,65.4,32.5,2.1,1
Virginia,Norfolk,71.7,26.1,2.2,1
Virginia,Norton,29.0,69.3,1.7,0
Virginia,Petersburg,87.8,11.2,1.0,1
Virginia,Poquoson,26.1,71.3,2.5,0
Virginia,Portsmouth,69.4,28.6,2.0,1
Virginia,Radford,53.1,44.1,2.8,1
Virginia,Salem,39.4,58.9,1.7,0
Virginia,Staunton,53.7,43.8,2.4,1
Virginia,Suffolk,57.8,40.5,1.8,1
Virginia,Virginia Beach,51.6,46.2,2.2,1
Virginia,Waynesboro,46.3,51.4,2.3,0
Virginia,Williamsburg,69.6,28.5,1.9,1
Virginia,Winchester,54.6,43.1,2.3,1
Washington,Adams,30.9,66.6,2.4,0
Washington,Asotin,35.6,61.2,3.2,0
Washington,Benton,37.6,58.6,3.8,0
Washington,Chelan,44.7,52.5,2.8,0
Washington,Clallam,50.2,46.8,3.0,1
Washington,Clark,51.0,45.9,3.2,1
Washington,Columbia,26.8,70.3,2.9,0
Washington,Cowlitz,39.7,57.1,3.2,0
Washington,Douglas,36.7,60.8,2.5,0
Washington,Ferry,34.0,63.5,2.5,0
Washington,Franklin,41.2,55.7,3.2,0
Washington,Garfield,24.6,71.8,3.6,0
Washington,Grant,31.4,65.7,2.9,0
Washington,Grays Harbor,45.1,51.7,3.1,0
Washington,Island,54.2,42.2,3.6,1
Washington,Jefferson,69.4,28.0,2.7,1
Washington,King,75.0,22.2,2.8,1
Washington,Kitsap,56.9,38.8,4.3,1
Washington,Kittitas,43.3,53.5,3.2,0
Washington,Klickitat,43.9,53.4,2.7,0
Washington,Lewis,32.0,64.9,3.1,0
Washington,Lincoln,24.4,73.2,2.4,0
Washington,Mason,46.3,50.2,3.5,0
Washington,Okanogan,41.8,55.6,2.5,0
Washington,Pacific,48.3,49.4,2.3,0
Washington,Pend Oreille,30.3,67.0,2.7,0
Washington,Pierce,53.8,42.6,3.6,1
Washington,San Juan,73.7,23.2,3.1,1
Washington,Skagit,52.1,44.6,3.3,1
Washington,Skamania,43.7,53.1,3.2,0
Washington,Snohomish,58.5,37.9,3.6,1
Washington,Spokane,46.0,50.3,3.8,0
Washington,Stevens,27.6,69.7,2.8,0
Washington,Thurston,57.5,38.8,3.7,1
Washington,Wahkiakum,39.1,58.4,2.5,0
Washington,Walla Walla,43.8,52.5,3.7,0
Washington,Whatcom,60.4,36.4,3.2,1
Washington,Whitman,52.9,42.9,4.1,1
Washington,Yakima,44.9,52.6,2.6,0
West Virginia,Barbour,21.8,76.6,1.6,0
West Virginia,Berkeley,33.3,64.6,2.1,0
West Virginia,Boone,22.6,75.6,1.7,0
West Virginia,Braxton,25.7,72.7,1.5,0
West Virginia,Brooke,27.7,70.8,1.5,0
West Virginia,Cabell,40.1,58.1,1.7,0
West Virginia,Calhoun,19.1,79.6,1.3,0
West Virginia,Clay,19.0,79.6,1.3,0
West Virginia,Doddridge,14.0,84.5,1.5,0
West Virginia,Fayette,30.0,68.6,1.3,0
West Virginia,Gilmer,22.5,75.6,1.9,0
West Virginia,Grant,11.0,88.4,0.6,0
West Virginia,Greenbrier,29.4,68.9,1.7,0
West Virginia,Hampshire,19.2,79.6,1.1,0
West Virginia,Hancock,27.5,71.0,1.5,0
West Virginia,Hardy,21.8,76.7,1.5,0
West Virginia,Harrison,30.2,67.9,1.9,0
West Virginia,Jackson,23.7,74.7,1.5,0
West Virginia,Jefferson,43.8,54.3,2.0,0
West Virginia,Kanawha,41.8,56.4,1.8,0
West Virginia,Lewis,20.6,77.5,1.9,0
West Virginia,Lincoln,21.8,76.8,1.4,0
West Virginia,Logan,17.9,80.9,1.2,0
West Virginia,McDowell,20.4,78.9,0.7,0
West Virginia,Marion,34.5,63.2,2.3,0
West Virginia,Marshall,24.5,74.1,1.3,0
West Virginia,Mason,22.5,75.8,1.7,0
West Virginia,Mercer,22.1,76.5,1.4,0
West Virginia,Mineral,20.7,78.0,1.4,0
West Virginia,Mingo,13.9,85.2,0.8,0
West Virginia,Monongalia,48.2,49.4,2.4,0
West Virginia,Monroe,20.7,78.1,1.2,0
West Virginia,Morgan,23.0,75.2,1.9,0
West Virginia,Nicholas,20.9,77.9,1.2,0
West Virginia,Ohio,36.3,62.1,1.6,0
West Virginia,Pendleton,22.4,76.0,1.6,0
West Virginia,Pleasants,20.0,78.5,1.4,0
West Virginia,Pocahontas,26.1,72.2,1.7,0
West Virginia,Preston,21.7,76.8,1.5,0
West Virginia,Putnam,27.6,70.3,2.1,0
West Virginia,Raleigh,24.1,74.5,1.4,0
West Virginia,Randolph,27.6,71.1,1.4,0
West Virginia,Ritchie,13.7,85.2,1.1,0
West Virginia,Roane,25.2,73.1,1.6,0
West Virginia,Summers,25.9,72.9,1.1,0
West Virginia,Taylor,24.3,74.2,1.5,0
West Virginia,Tucker,24.4,73.9,1.7,0
West Virginia,Tyler,16.1,82.2,1.7,0
West Virginia,Upshur,22.1,76.0,1.9,0
West Virginia,Wayne,24.1,74.3,1.6,0
West Virginia,Webster,17.9,81.1,1.0,0
West Virginia,Wetzel,23.1,74.9,2.1,0
West Virginia,Wirt,17.6,80.4,2.0,0
West Virginia,Wood,28.2,70.2,1.6,0
West Virginia,Wyoming,13.5,85.6,1.0,0
Wisconsin,Adams,36.6,62.3,1.1,0
Wisconsin,Ashland,54.8,43.9,1.3,1
Wisconsin,Barron,36.3,62.3,1.4,0
Wisconsin,Bayfield,56.5,42.4,1.1,1
Wisconsin,Brown,45.5,52.7,1.8,0
Wisconsin,Buffalo,36.6,61.8,1.6,0
Wisconsin,Burnett,35.2,63.7,1.1,0
Wisconsin,Calumet,39.4,59.0,1.6,0
Wisconsin,Chippewa,38.9,59.3,1.8,0
Wisconsin,Clark,30.4,67.1,2.5,0
Wisconsin,Columbia,48.5,50.0,1.6,0
Wisconsin,Crawford,45.5,53.1,1.4,0
Wisconsin,Dane,75.5,22.9,1.7,1
Wisconsin,Dodge,33.8,64.7,1.5,0
Wisconsin,Door,49.9,48.5,1.6,1
Wisconsin,Douglas,53.6,44.3,2.2,1
Wisconsin,Dunn,42.1,56.0,1.9,0
Wisconsin,Eau Claire,54.3,43.5,2.3,1
Wisconsin,Florence,26.6,72.6,0.9,0
Wisconsin,Fond du Lac,36.0,62.5,1.6,0
Wisconsin,Forest,34.1,65.0,0.9,0
Wisconsin,Grant,42.9,55.2,1.8,0
Wisconsin,Green,50.7,47.5,1.8,1
Wisconsin,Green Lake,31.3,67.2,1.5,0
Wisconsin,Iowa,55.9,42.2,1.8,1
Wisconsin,Iron,38.2,60.8,1.0,0
Wisconsin,Jackson,41.8,56.9,1.3,0
Wisconsin,Jefferson,41.5,56.7,1.8,0
Wisconsin,Juneau,34.6,63.8,1.6,0
Wisconsin,Kenosha,47.5,50.7,1.8,0
Wisconsin,Kewaunee,32.9,65.5,1.6,0
Wisconsin,La Crosse,55.8,42.3,2.0,1
Wisconsin,Lafayette,42.6,56.4,1.0,0
Wisconsin,Langlade,33.2,65.7,1.2,0
Wisconsin,Lincoln,38.0,60.7,1.3,0
Wisconsin,Manitowoc,37.5,60.7,1.8,0
Wisconsin,Marathon,40.1,58.1,1.7,0
Wisconsin,Marinette,32.1,66.6,1.3,0
Wisconsin,Marquette,35.7,63.1,1.2,0
Wisconsin,Menominee,81.9,17.5,0.6,1
Wisconsin,Milwaukee,69.1,29.3,1.7,1
Wisconsin,Monroe,37.3,60.9,1.8,0
Wisconsin,Oconto,28.9,69.9,1.2,0
Wisconsin,Oneida,41.8,56.6,1.6,0
Wisconsin,Outagamie,44.1,54.0,1.8,0
Wisconsin,Ozaukee,43.1,55.2,1.7,0
Wisconsin,Pepin,35.9,62.4,1.7,0
Wisconsin,Pierce,42.0,55.0,3.0,0
Wisconsin,Polk,35.5,63.0,1.5,0
Wisconsin,Portage,50.3,47.5,2.2,1
Wisconsin,Price,35.5,63.1,1.4,0
Wisconsin,Racine,47.1,51.2,1.7,0
Wisconsin,Richland,44.3,54.0,1.6,0
Wisconsin,Rock,54.7,43.5,1.8,1
Wisconsin,Rusk,31.9,66.7,1.4,0
Wisconsin,St. Croix,40.9,56.8,2.3,0
Wisconsin,Sauk,50.0,48.3,1.7,1
Wisconsin,Sawyer,42.8,56.2,1.0,0
Wisconsin,Shawano,31.5,67.1,1.4,0
Wisconsin,Sheboygan,41.1,57.0,2.0,0
Wisconsin,Taylor,25.2,71.7,3.1,0
Wisconsin,Trempealeau,40.9,57.4,1.7,0
Wisconsin,Vernon,46.8,51.6,1.6,0
Wisconsin,Vilas,38.4,60.3,1.3,0
Wisconsin,Walworth,39.6,58.8,1.7,0
Wisconsin,Washburn,37.3,61.0,1.7,0
Wisconsin,Washington,30.3,68.4,1.3,0
Wisconsin,Waukesha,38.8,59.6,1.7,0
Wisconsin,Waupaca,33.3,65.1,1.6,0
Wisconsin,Waushara,32.3,66.5,1.2,0
Wisconsin,Winnebago,46.9,50.8,2.3,0
Wisconsin,Wood,39.6,58.9,1.5,0
Wyoming,Albany,48.8,46.1,5.1,1
Wyoming,Big Horn,13.7,83.6,2.7,0
Wyoming,Campbell,9.9,86.8,3.3,0
Wyoming,Carbon,21.4,75.2,3.3,0
Wyoming,Converse,12.4,84.9,2.7,0
Wyoming,Crook,9.2,88.6,2.2,0
Wyoming,Fremont,30.5,66.3,3.3,0
Wyoming,Goshen,19.3,78.2,2.6,0
Wyoming,Hot Springs,18.7,77.6,3.7,0
Wyoming,Johnson,18.3,79.0,2.7,0
Wyoming,Laramie,33.8,62.0,4.2,0
Wyoming,Lincoln,14.4,82.6,3.0,0
Wyoming,Natrona,24.2,71.8,3.9,0
Wyoming,Niobrara,11.9,85.5,2.6,0
Wyoming,Park,20.4,76.6,3.0,0
Wyoming,Platte,18.1,79.2,2.7,0
Wyoming,Sheridan,24.6,72.1,3.3,0
Wyoming,Sublette,17.7,79.6,2.6,0
Wyoming,Sweetwater,23.0,73.7,3.3,0
Wyoming,Teton,67.1,29.6,3.3,1
Wyoming,Uinta,16.9,79.7,3.3,0
Wyoming,Washakie,16.2,80.9,2.9,0
Wyoming,Weston,10.2,87.7,2.2,0
